,sql-server,sql,database,ado.net,mysql,sql-server-2008,entity-framework-4,entity-framework,nhibernate,oracle,xml,xml-serialization,excel,winforms,datagridview,gridview,image,datetime,azure,powershell,c#,c#-4.0,design-patterns,oop,architecture,dependency-injection,generics,dll,com,assemblies,msbuild,deployment,interop,php,exception,exception-handling,wpf,xaml,data-binding,events,mvvm,user-interface,user-controls,java,vb.net,c++,clr,c++-cli,garbage-collection,linq,linq-to-sql,lambda,security,encryption,mono,.net-2.0,.net-4.0,.net-3.5,visual-studio,visual-studio-2010,visual-studio-2008,visual-studio-2012,regex,string,multithreading,asynchronous,task-parallel-library,async-await,silverlight,windows-phone-7,collections,arrays,list,json,javascript,html,jquery,ajax,windows,windows-services,winapi,sockets,compact-framework,wcf,unit-testing,reflection,debugging,performance,f#,iis,asp.net-mvc,asp.net-mvc-3,asp.net-mvc-4,asp.net-web-api,asp.net,soap,rest,serialization,web-services,configuration
regex,0.99905354,0.99703085,0.99935097,0.999983,0.9966506,0.9996561,0.9999831,0.99983346,0.9999608,0.99686354,0.9953813,0.9999652,0.99870306,0.9993125,0.9999343,0.99995327,0.9992963,0.998926,0.9999693,0.99612117,0.9885444,0.99853826,0.99983025,0.99987173,0.9999917,1.0,0.9999544,0.99997604,0.99997485,1.0,0.9998562,0.9999756,0.9999913,0.97716886,0.99960667,0.9999584,0.9996891,0.99992925,0.9999839,0.99991745,0.99997604,0.999922,0.99998313,0.98733115,0.99516135,0.9972473,0.99992955,0.9999219,0.9999573,0.999128,0.9999514,0.9998248,0.99936926,0.999937,0.99995756,0.99975306,0.99975634,0.999794,0.99853987,0.9988081,0.99957985,0.99948686,0.0,0.962642,0.9998364,0.9999842,0.99999124,0.99999124,0.9999059,0.9998932,0.9998777,0.996079,0.99832106,0.99763054,0.9834829,0.9937748,0.9952386,0.99964315,0.99881816,1.0,0.99994045,0.99992293,0.99999124,0.9999802,0.9997883,0.9999037,0.9997305,0.997862,0.9998227,0.99921757,0.9987065,0.99919456,0.9994717,0.99993473,0.9958266,0.9999051,0.99976015,0.9997874,0.9998575,0.9997593
string,0.99821025,0.99716705,0.9983432,0.999876,0.99753666,0.9992279,0.99998766,0.99981505,0.9998562,0.9983777,0.99601406,0.9999356,0.9975045,0.9983846,0.99964535,0.99979174,0.9989082,0.99561125,0.9999893,0.99726003,0.9896472,0.99869466,0.99919873,0.99922377,0.99996394,0.9999517,0.9994484,0.99921566,0.99959826,1.0,0.999926,1.0,0.99978137,0.9912897,0.99836683,0.9998675,0.9991736,0.99970233,0.99978137,0.99982303,0.9999545,0.9995276,0.9999141,0.98263,0.992504,0.9818429,0.9996596,0.9987305,0.99934965,0.99726874,0.999745,0.9994798,0.9992893,0.9981486,0.9998759,0.9995275,0.99958444,0.9994704,0.9990432,0.99882275,0.99946046,0.99952894,0.962642,0.0,0.9995072,0.99995524,1.0,1.0,0.9998613,0.99962723,0.998805,0.96863365,0.98486644,0.99619985,0.99553066,0.9977891,0.99820614,0.9995187,0.99844456,0.9999874,0.99893963,0.9988044,0.9999478,0.99985135,0.99972254,0.99927855,0.9993406,0.9951419,0.99947065,0.99997854,0.99949074,0.9997855,0.9998474,0.99998826,0.9981576,0.9998208,0.9997992,0.9989412,0.9995989,0.999928
multithreading,0.99927324,0.9993541,0.99850106,0.99954844,0.99908113,0.99974644,0.999864,0.9990207,0.99948055,0.9992936,0.99960166,0.9999572,0.9994975,0.98807746,0.99888265,0.9997131,0.9992443,0.9998659,0.9992504,0.99926955,0.9830233,0.99596256,0.9973891,0.9988268,0.9988227,0.9996546,0.9996541,0.99834466,0.9972854,0.99994147,0.99993193,0.9999363,0.9995012,0.9994207,0.9950615,0.99740976,0.99060607,0.99947184,0.99923074,0.9945596,0.9985793,0.9900378,0.9996752,0.9787708,0.9936254,0.98152363,0.99918586,0.9985089,0.99746764,0.9995108,0.9995934,0.99898756,0.9996939,0.9997933,0.99883467,0.9993588,0.9957691,0.99822766,0.99824834,0.9978626,0.9990168,0.9993242,0.9998364,0.9995072,0.0,0.9824572,0.9895159,0.9963549,0.9984021,0.9987478,0.99776125,0.9988914,0.99871045,0.9995781,0.9996226,0.999954,0.99992496,0.9995151,0.99263215,0.99725604,0.99189484,0.98255926,0.99915975,0.9963547,0.9980268,0.9995613,0.9964017,0.9912631,0.9993484,0.99870336,0.9989828,0.9995878,0.99964017,0.9996399,0.99725986,0.9996697,0.99942255,0.9995013,0.99794424,0.9998548
asynchronous,0.99966246,0.99980414,0.9994089,0.9990609,0.99974203,0.9998924,0.9999122,0.99876255,0.99978185,0.9998242,0.9997841,1.0,0.9998957,0.99810535,0.999696,0.99960536,0.9989956,0.9999742,0.9984421,0.99932116,0.99457186,0.99774885,0.99741554,0.9994869,0.9991579,0.99963355,0.9995559,0.99993277,0.9995393,0.9999433,0.999956,0.99996394,0.999846,0.9995916,0.998393,0.99769163,0.9978224,0.9994112,0.999266,0.99585557,0.99827594,0.99883336,0.9996118,0.9987472,0.99828565,0.99887884,0.9998343,0.9997979,0.9994472,0.9995626,0.9998571,0.99852324,0.9999154,0.9999366,0.9990574,0.99977696,0.9968926,0.9988113,0.9996829,0.9997663,0.9998047,0.99960166,0.9999842,0.99995524,0.9824572,0.0,0.97949356,0.9559646,0.99531466,0.99633825,0.99974227,0.99965656,0.99983597,0.99865,0.9964852,0.99976563,0.9983521,0.99473923,0.9992364,0.9995295,0.99858594,0.98919,0.99945503,0.9918956,0.99720365,0.9997249,0.9995221,0.99836665,0.9932548,0.9993136,0.9975626,0.9985247,0.99836546,0.9968864,0.9977245,0.9989033,0.9976187,0.9996827,0.99491894,0.9998802
task-parallel-library,0.9999213,0.9999702,1.0,0.9990174,1.0,0.9999541,0.99952763,0.9994841,0.9998492,0.99996436,0.9999734,0.99986076,0.999969,0.9986586,1.0,1.0,0.9999837,0.99992466,0.99897766,0.99996173,0.9966225,0.9915491,0.9996353,1.0,1.0,0.99975747,0.9996224,0.9998861,0.9992296,1.0,1.0,0.99993557,0.99986273,0.9999791,0.99877787,0.994795,0.99850976,0.99994063,0.99993914,0.9998437,0.99890906,0.9997295,1.0,0.9999963,0.9991324,0.99998033,0.99898446,0.9994732,0.99915934,0.99937415,0.99981016,0.9987707,1.0,1.0,0.9987116,1.0,0.981362,0.9992092,0.9998879,0.9996856,1.0,0.99965143,0.99999124,1.0,0.9895159,0.97949356,0.0,0.9000851,0.9994747,0.9997012,0.99959904,0.9999765,0.99992967,0.9999818,0.99999624,0.99999744,0.99999493,0.99997425,0.99997485,0.99845356,0.99992526,0.99954295,1.0,0.9989283,0.99905974,0.9998816,0.99973035,0.9993704,0.9970249,0.99964887,0.999649,0.99978274,0.9996217,0.9975723,0.99972665,0.9999469,0.9999707,0.99974126,0.9998503,1.0
async-await,0.9999291,0.99997765,0.9999892,0.999499,0.9999968,0.99997693,0.99990374,0.9986935,0.9999492,0.9999821,0.99995565,1.0,0.9999533,0.999176,0.9999282,0.99995136,0.9999674,1.0,0.9989235,0.9999229,0.99655724,0.998773,0.99981594,1.0,0.99984074,1.0,0.99949217,0.99994236,0.99965173,1.0,0.9998065,1.0,1.0,0.9999986,0.99909663,0.99740237,0.9989424,0.99955183,0.9995686,0.99960613,0.99767345,0.9998186,1.0,0.9999963,0.99942833,0.99998873,0.9992992,1.0,0.9994633,0.9994933,0.9997436,0.99875,1.0,1.0,0.99828005,1.0,0.997216,0.99965334,0.9996394,0.9998316,1.0,0.99863607,0.99999124,1.0,0.9963549,0.9559646,0.9000851,0.0,0.9994051,0.9983617,0.9998646,1.0,0.99997646,0.9999273,0.9999938,1.0,0.99998134,0.9999656,0.99992436,0.99909675,0.99992466,0.99933904,0.9998322,0.9982808,0.9988173,0.9998802,0.99962664,0.9996469,0.99820197,0.9997786,0.9987867,0.9998787,0.99762416,0.9927183,0.99940914,0.9997853,0.9998525,0.99989545,0.99959165,1.0
silverlight,0.99946964,0.9997572,0.9994249,0.99929357,0.999925,0.9998219,0.9985153,0.9954565,0.9994506,0.9998498,0.998476,0.9992574,0.9994561,0.99922127,0.9997891,0.9992815,0.99718064,0.99922496,0.997902,0.9997997,0.9891006,0.9975821,0.99908113,0.99978745,0.99832934,0.9995023,0.9993281,0.9991532,0.9985614,0.9984936,0.9985716,0.9983194,0.9994852,0.9999515,0.9982818,0.99884367,0.9799886,0.9473848,0.9793569,0.99593586,0.9687211,0.9979818,0.9929987,0.99991757,0.99796855,0.9999104,0.99956244,0.99993634,0.99969995,0.99722576,0.9986351,0.9996946,0.9980956,0.9995595,0.9994985,0.99986464,0.99829155,0.99938744,0.99640536,0.99448997,0.9979644,0.9981579,0.9999059,0.9998613,0.9984021,0.99531466,0.9994747,0.9994051,0.0,0.9236587,0.99899334,0.99992734,0.99950343,0.99929804,0.99953216,0.9996162,0.99985665,0.99971503,0.9988764,0.99975663,0.99986154,0.99868953,0.9997664,0.9740769,0.9974188,0.99854857,0.9981456,0.9985849,0.9986397,0.9970085,0.99873435,0.999678,0.99987966,0.9997931,0.9965211,0.9992491,0.99889374,0.99746704,0.99514383,0.9996725
windows-phone-7,0.99984014,0.99989134,0.99904954,0.9999258,0.9999663,0.999884,0.9998538,0.9996781,0.9999727,1.0,0.99758005,0.99853677,0.9999385,0.99983,1.0,0.9997868,0.9970164,0.999122,0.9979342,0.9999767,0.9902571,0.99584866,0.9997416,0.99981785,0.9998645,0.9998284,0.9997045,0.99915445,0.9999297,0.9994595,0.9995971,0.9991633,0.9997921,0.9999387,0.9984255,0.9992492,0.9964951,0.9636666,0.9905457,0.99865294,0.9907353,0.99900013,0.9976536,0.9999759,0.9987706,0.999949,0.9999559,0.99987686,0.99961954,0.99785477,0.9979083,0.999931,0.9995758,0.9989189,0.99977666,1.0,0.99950224,0.9998439,0.996894,0.99316233,0.99974495,0.99757797,0.9998932,0.99962723,0.9987478,0.99633825,0.9997012,0.9983617,0.9236587,0.0,0.9994957,0.99982685,0.9992593,0.9981061,0.99981594,0.99977314,0.99988794,0.9998875,0.99631095,0.9999613,0.9998162,0.9989757,0.99934554,0.9958792,0.9990943,0.9994651,0.9991596,0.9990528,0.9996733,0.99982303,0.9998721,0.99986255,0.9999609,0.99946237,0.99977344,0.9988191,0.999095,0.9983353,0.997459,0.9999662
collections,0.9999557,0.99971825,0.9994951,0.99983776,0.99991506,0.9999229,0.99973536,0.99899536,0.9961206,0.9989739,0.9995707,0.99909544,0.9995877,0.99914664,0.9990185,0.99948364,0.9999141,0.9995982,0.9999676,0.99933165,0.9965666,0.9978507,0.99854326,0.99811655,0.99962014,0.9997098,0.9766368,0.9999613,0.9999,0.9999273,0.99994695,0.99995804,0.9998076,0.99977136,0.9984162,0.9998082,0.99793714,0.99911815,0.9964713,0.9990258,0.99883324,0.9997836,0.99922234,0.99374604,0.9981266,0.999684,0.99985933,0.9996226,0.99808955,0.9923563,0.99892056,0.99697,0.99988484,1.0,0.99989134,0.99843127,0.9989315,0.9987168,0.9997353,0.9998215,0.9998882,0.99993604,0.9998777,0.998805,0.99776125,0.99974227,0.99959904,0.9998646,0.99899334,0.9994957,0.0,0.99679697,0.98571545,0.9993329,0.99970436,0.99996763,0.99991477,0.9999039,0.99996585,1.0,1.0,0.99993074,1.0,0.9993867,0.99936235,0.9974543,0.999842,0.99655545,0.99868906,0.9999679,0.99940795,0.99943674,0.99981254,0.9999137,0.9994476,0.9999263,0.9992213,0.997897,0.99980015,0.99962157
arrays,0.99963707,0.9969775,0.9974716,0.99996185,0.99074113,0.9999149,0.9999848,0.9999233,0.9999432,0.9993839,0.99655426,0.9998517,0.9959503,0.99905825,0.99962974,0.9997035,0.9974403,0.99934196,0.99998605,0.9970544,0.99242055,0.9995026,0.99972004,0.9966951,0.99994016,0.999955,0.9971119,0.99966055,0.99972856,0.9999921,1.0,0.99999267,0.99980503,0.9595876,0.99834824,0.99978274,0.99956375,0.99987066,0.99965054,0.999727,0.9999422,0.9992474,0.9999621,0.9793257,0.9947083,0.977854,0.9998345,0.9993929,0.9996473,0.9977018,0.9998903,0.9995718,0.9998782,0.9995365,0.9999542,0.99978685,0.9999093,0.9998459,0.9992807,0.9990684,0.9998207,0.9996594,0.996079,0.96863365,0.9988914,0.99965656,0.9999765,1.0,0.99992734,0.99982685,0.99679697,0.0,0.9872881,0.97998375,0.9833945,0.99674165,0.99192846,0.9965659,0.99964577,1.0,0.9998714,0.9994612,0.9999764,0.9996238,0.9998581,0.9990561,0.99916947,0.9939925,0.9992404,0.99997914,0.9995156,0.99979675,0.9997875,0.9999411,0.9991183,0.99919105,0.9996323,0.9975921,0.9990929,0.99990284
list,0.99971175,0.99932665,0.9987014,0.99969685,0.9993167,0.9998618,0.9998068,0.9993487,0.99946314,0.99981534,0.99831814,0.9994209,0.99840546,0.997833,0.99824184,0.99903023,0.99864525,0.99899197,0.9998975,0.9995492,0.9917589,0.9980757,0.9995166,0.99845386,0.999918,0.999938,0.98951614,0.999944,0.99991614,0.99997586,0.99997854,0.99990296,0.9999307,0.99923265,0.998413,0.99979407,0.9983754,0.9993396,0.99873996,0.99920404,0.9995882,0.99920565,0.9997234,0.99518776,0.9967706,0.9963641,0.9999284,0.99961,0.9996485,0.9858861,0.99947864,0.9956685,0.99994373,0.9998374,0.9999349,0.9993529,0.9994721,0.9994648,0.99955314,0.99939054,0.99968815,0.99954194,0.99832106,0.98486644,0.99871045,0.99983597,0.99992967,0.99997646,0.99950343,0.9992593,0.98571545,0.9872881,0.0,0.9976622,0.99919915,0.9983105,0.9985126,0.99956733,0.99967104,1.0,0.9999203,0.9996761,0.99992883,0.9992737,0.9997859,0.9987889,0.99961925,0.99540347,0.99598813,0.999949,0.9990012,0.9992505,0.99936026,0.9999017,0.99857,0.99992704,0.999572,0.99800843,0.9993471,0.9999386
json,0.9992841,0.9981857,0.99727714,0.9999912,0.9927836,0.9998164,0.99987733,0.99873537,0.99987847,0.99972427,0.99011165,0.9996657,0.99929124,0.9997426,0.999898,0.99938816,0.9986656,0.99775785,0.9994364,0.9994135,0.991053,0.99860865,0.99968904,0.99943423,0.99972475,0.9999396,0.99904126,0.99995047,0.99998266,1.0,1.0,0.9999244,0.999991,0.97917295,0.9987729,0.9996208,0.99973166,0.9997157,0.9993243,0.99972886,0.9997519,0.9997075,0.9999563,0.98672366,0.9973082,0.99905837,0.9999726,0.999982,0.99991155,0.9983709,0.99985754,0.9999136,0.99857706,0.9995033,0.99967426,0.999881,0.99957335,0.9995905,0.99972314,0.99960315,0.99994266,0.999652,0.99763054,0.99619985,0.9995781,0.99865,0.9999818,0.9999273,0.99929804,0.9981061,0.9993329,0.97998375,0.9976622,0.0,0.9719671,0.9942298,0.96912754,0.9565949,0.99960107,0.99998224,0.9999923,0.9992922,0.9999544,0.9908,0.9995492,0.9995098,0.999632,0.9983917,0.99978125,0.99947727,0.989356,0.9948898,0.9949933,0.99414635,0.99278075,0.9985268,0.9764858,0.9793899,0.9862931,0.9997335
javascript,0.9997132,0.9987185,0.9985764,0.9999839,0.9943974,0.99995834,0.9999901,0.99988765,0.9999963,0.9998324,0.99473286,0.9999627,0.99927294,0.9998413,0.9999827,0.99905396,0.9931086,0.99818164,0.99971074,0.9999259,0.9915555,0.99955153,0.99891096,0.99679124,0.9996628,0.99972814,0.9999769,0.99993986,0.9998281,0.99999624,0.99997896,0.9998634,0.999959,0.96028507,0.9996604,0.99984807,0.999872,0.99994826,0.9994047,0.9941733,0.9995726,0.99872065,0.99968433,0.99377847,0.9983498,0.9992812,0.99999005,0.9999938,0.9996391,0.99991375,0.9999852,0.9999333,0.99782765,0.9992143,0.9999876,0.99997383,0.9999419,0.99994916,0.99936044,0.99944454,0.99981606,0.99959624,0.9834829,0.99553066,0.9996226,0.9964852,0.99999624,0.9999938,0.99953216,0.99981594,0.99970436,0.9833945,0.99919915,0.9719671,0.0,0.8648411,0.7465567,0.94745296,0.9991655,0.99999255,0.99996847,0.99908584,0.99999624,0.9994718,0.9981003,0.9998845,0.9977295,0.9955344,0.9999777,0.9997084,0.9930738,0.9977482,0.9977363,0.99954164,0.9787865,0.9996874,0.9981185,0.9994804,0.9984856,0.99986786
html,0.9995579,0.99716234,0.9974231,0.99997985,0.9888145,0.99988145,0.999995,0.99995863,1.0,0.99980795,0.99277234,0.99998474,0.99851465,0.9996548,0.9999775,0.9995014,0.9835071,0.99974334,0.999934,0.99966794,0.99424684,0.9996856,0.9998384,0.9997638,0.99991983,0.9999925,0.99998295,0.99996287,0.99993473,1.0,0.99997985,0.9999229,0.99999493,0.9510577,0.9999295,0.99999,0.9996782,0.9998453,0.99974686,0.998311,0.9999233,0.998557,0.99986416,0.99417615,0.9981614,0.9994743,1.0,0.99999744,0.9999773,0.99988765,0.99997765,0.9999724,0.998449,0.9998275,0.9999773,0.9999694,0.99994975,0.99995196,0.99941057,0.9994563,0.99983954,0.9997264,0.9937748,0.9977891,0.999954,0.99976563,0.99999744,1.0,0.9996162,0.99977314,0.99996763,0.99674165,0.9983105,0.9942298,0.8648411,0.0,0.8828461,0.9809896,0.9993581,0.99999493,0.9999806,0.99980545,0.9999924,0.99988616,0.99988586,0.99998015,0.9994928,0.9983951,0.99997985,0.999543,0.99541634,0.9985751,0.9987179,0.9999203,0.98665726,0.9999235,0.99954337,0.9998522,0.9993049,0.99995744
jquery,0.9997748,0.99894506,0.9990794,0.9999882,0.9934328,0.99992824,0.99997646,0.9998259,0.9999785,0.99989367,0.9956807,0.99998647,0.9996496,0.9999596,0.9999816,0.9989514,0.99241817,0.99923885,0.99987787,0.99998194,0.99298817,0.99949265,0.9996481,0.99921227,0.9998859,0.99998826,0.99998516,0.999995,0.99999326,1.0,1.0,0.9999683,1.0,0.9604709,0.99984705,0.9999228,0.99996495,0.9999887,0.9997266,0.99392,0.9998502,0.99761426,0.9997207,0.99772197,0.998853,0.99996483,1.0,1.0,0.99996626,0.99986887,0.9999666,0.99997485,0.99932706,0.9998922,0.9999916,0.99998474,0.9999445,0.99993753,0.99979776,0.9997211,0.9998804,0.9998351,0.9952386,0.99820614,0.99992496,0.9983521,0.99999493,0.99998134,0.99985665,0.99988794,0.99991477,0.99192846,0.9985126,0.96912754,0.7465567,0.8828461,0.0,0.9038993,0.9998507,0.99999326,1.0,0.99990296,1.0,0.9986546,0.9996955,0.99997836,0.9991937,0.9970993,0.99999493,0.9997344,0.9834428,0.9931561,0.99448496,0.999239,0.97808474,0.9997443,0.9987485,0.9990619,0.99782157,0.99995977
ajax,0.9995526,0.9986192,0.9977501,0.9999584,0.99063873,0.9999088,0.9999917,0.99974114,0.99987674,0.99972886,0.99423116,0.9999915,0.99976486,0.99991745,0.99995166,0.99852103,0.99745107,0.99976546,0.999713,1.0,0.99502313,0.9992446,0.9994385,0.99935436,0.99964124,0.99998367,0.9999551,0.9999608,0.9999753,1.0,0.9999917,0.9999442,0.9999915,0.9627201,0.9996207,0.999657,0.99996686,0.99997216,0.99972296,0.9981742,0.9998822,0.9990495,0.99927175,0.9971326,0.99790955,0.99991196,1.0,0.9999915,0.999933,0.9997868,0.9999205,0.99999183,0.99645054,0.9997911,0.9999167,0.9998962,0.9997691,0.9997474,0.9996763,0.9996066,0.9997975,0.9997817,0.99964315,0.9995187,0.9995151,0.99473923,0.99997425,0.9999656,0.99971503,0.9998875,0.9999039,0.9965659,0.99956733,0.9565949,0.94745296,0.9809896,0.9038993,0.0,0.99987334,0.9999832,0.9999854,0.99962735,1.0,0.9964512,0.9996179,0.9999842,0.9991469,0.9981119,0.9999917,0.9989667,0.9845993,0.993269,0.99328893,0.9980812,0.9786374,0.9994017,0.9956349,0.9987529,0.9941064,0.9999185
windows,0.9984023,0.9992733,0.99871236,0.99989164,0.9982269,0.99935555,0.9999521,0.9999506,0.9999353,0.99895984,0.999111,0.99995005,0.9983959,0.99174994,0.99929845,0.99972224,0.99874127,0.9991645,0.9947524,0.9863113,0.98958826,0.9986234,0.9998734,0.9997915,0.99955606,1.0,0.9999793,0.9856999,0.9921825,0.999834,0.99947226,0.9973915,0.99898857,0.9974641,0.9983967,0.99934405,0.9953269,0.99644023,0.9997984,0.99773043,0.99971205,0.99350584,0.99966604,0.9956951,0.9956397,0.9713581,0.9996699,0.99895513,0.99983007,0.9998121,0.9999549,0.9999648,0.99451596,0.998871,0.9987935,0.9995419,0.99925166,0.99940014,0.99124956,0.993927,0.99677306,0.99673396,0.99881816,0.99844456,0.99263215,0.9992364,0.99997485,0.99992436,0.9988764,0.99631095,0.99996585,0.99964577,0.99967104,0.99960107,0.9991655,0.9993581,0.9998507,0.99987334,0.0,0.9926117,0.9366689,0.9934703,0.999557,0.9981212,0.999448,0.99987745,0.9940656,0.9969968,0.9998805,0.9938689,0.9995804,0.9998513,0.99980414,0.9999886,0.9980293,0.99983644,0.9997195,0.99982643,0.9989624,0.9986215
windows-services,0.9994051,0.9998819,0.99984235,0.9996822,0.99992627,0.99958664,0.999538,0.99941015,0.99941677,0.9998119,0.99984384,0.9995826,0.9997458,0.99859756,0.9999395,1.0,0.9999687,0.9999309,0.9991165,0.99817425,0.9962692,0.9964855,0.99938345,0.99997145,0.99867946,0.999526,0.9999619,0.9984947,0.9975105,0.99961746,0.9983751,0.99798805,0.999277,0.99997777,0.9990354,0.998728,0.9996148,0.9999723,1.0,0.99939257,1.0,0.9995515,1.0,0.9997867,0.99787116,0.9995921,0.99927807,0.99979997,0.9991609,0.99984604,0.99972534,0.9999316,0.99901277,0.999724,0.99960005,0.998031,0.9965022,0.9957196,0.9985509,0.99748003,0.9977009,0.9984205,1.0,0.9999874,0.99725604,0.9995295,0.99845356,0.99909675,0.99975663,0.9999613,1.0,1.0,1.0,0.99998224,0.99999255,0.99999493,0.99999326,0.9999832,0.9926117,0.0,0.99579805,0.9993851,0.99988323,0.98873115,0.9997257,0.99989635,0.9978443,0.99968094,0.9996967,0.99864876,0.99957526,0.999749,0.999728,0.9991886,0.99921876,0.9997175,0.999726,0.999954,0.99769574,0.998489
winapi,0.99993885,0.9999619,0.99991137,1.0,0.9999636,1.0,1.0,1.0,1.0,0.9999606,0.9999248,1.0,0.9995032,0.99508935,0.9999415,0.9999755,0.9993259,0.99963534,0.9999296,0.99954545,0.99681765,0.99922585,0.9998334,0.9993929,0.9998173,1.0,1.0,0.9869756,0.9892179,0.99996084,0.9996081,0.9998596,0.9962232,0.9999648,0.99878955,0.9992949,0.99821174,0.9998698,0.9999452,0.9977845,0.99997336,0.9926393,0.9998391,0.9997456,0.9980596,0.9734856,0.99915326,0.99826324,0.9998649,0.99998564,1.0,0.99987614,0.9968379,0.9991624,0.9997018,0.99980634,0.99945927,0.9996544,0.9954338,0.99649286,0.9967,0.99764836,0.99994045,0.99893963,0.99189484,0.99858594,0.99992526,0.99992466,0.99986154,0.9998162,1.0,0.9998714,0.9999203,0.9999923,0.99996847,0.9999806,1.0,0.9999854,0.9366689,0.99579805,0.0,0.996431,0.9993139,0.99990624,0.99985224,0.99994594,0.9971181,0.99909526,0.9998704,0.9998134,0.99998444,1.0,1.0,0.9999714,0.99990463,0.99992293,0.9999631,1.0,0.99991024,0.9998178
sockets,0.9998906,0.9999461,0.9995705,0.9999741,0.99941087,0.9999583,1.0,0.999987,0.9999586,0.99984604,0.9992702,0.99985933,0.9999569,0.99918187,0.99997646,1.0,0.99880856,0.99998176,0.99919355,0.99976134,0.99532276,0.9992527,0.99960226,0.9997049,0.9995134,1.0,0.99998087,0.9995424,0.9999001,1.0,1.0,0.99993163,0.9998597,0.9981673,0.99668324,0.9992662,0.9996456,0.9999839,1.0,0.9992767,1.0,0.9994319,0.9999746,0.99067855,0.9981132,0.99179083,0.9999708,0.9996105,0.99952465,0.9999615,0.99997735,0.9999754,0.99815327,0.99850935,0.9991673,0.999824,0.99967265,0.99956995,0.99962974,0.9993687,0.9996799,0.9998051,0.99992293,0.9988044,0.98255926,0.98919,0.99954295,0.99933904,0.99868953,0.9989757,0.99993074,0.9994612,0.9996761,0.9992922,0.99908584,0.99980545,0.99990296,0.99962735,0.9934703,0.9993851,0.996431,0.0,0.99930435,0.99847543,0.99947107,0.99995583,0.99934477,0.9977862,0.9997956,0.9995306,0.9999122,0.99997133,0.9999362,0.9999306,0.9996403,0.99936396,0.99955153,0.9963381,0.9987336,0.999733
compact-framework,0.9998736,0.9998806,0.9998699,0.9994835,0.9999903,0.9999304,0.9999009,0.9999166,0.9998969,0.999982,0.9998042,0.9991014,0.9999531,0.9975624,0.99985325,1.0,0.99973786,0.9998464,0.9999546,1.0,0.9980184,0.9999144,0.9998134,0.9999689,0.99959207,0.99941003,0.99965715,0.99894345,0.99892646,0.9985813,0.9996015,0.9986671,0.9992625,0.9999958,0.9993766,0.99941885,0.9999901,0.99993974,0.9993092,0.9996014,0.99994093,0.9994812,0.9985687,0.99999386,0.9991511,0.9999465,0.9994455,0.99985904,0.9988905,0.99981654,0.9997386,0.9997439,0.9998266,0.999469,0.9998959,0.99327314,0.999908,0.9911889,0.99879646,0.999767,0.99458855,0.99991095,0.99999124,0.9999478,0.99915975,0.99945503,1.0,0.9998322,0.9997664,0.99934554,1.0,0.9999764,0.99992883,0.9999544,0.99999624,0.9999924,1.0,1.0,0.999557,0.99988323,0.9993139,0.99930435,0.0,0.99863875,0.99949324,0.99859524,0.9995885,0.999701,0.99980557,1.0,0.9999907,0.99997556,1.0,0.9992336,0.9999643,0.9996181,0.9997917,0.99883026,0.99900436,0.99983793
wcf,0.9980368,0.99930316,0.9991146,0.9987121,0.9998414,0.9990463,0.99658036,0.9900568,0.9970687,0.99939954,0.99601406,0.9965213,0.99960667,0.99730086,0.9998637,0.99993104,0.9995139,0.9990271,0.98929405,0.9993052,0.9800522,0.99211574,0.9979173,0.99952763,0.9947931,0.9967848,0.9983766,0.9988306,0.99879277,0.9995781,0.9995813,0.9978919,0.99815494,0.99978673,0.9954661,0.9957646,0.9951466,0.99944985,0.99908626,0.99901235,0.99780035,0.9997447,0.9999171,0.99951893,0.99584955,0.999776,0.99965227,0.9997323,0.99959356,0.9973665,0.9975811,0.99979776,0.9904418,0.9986904,0.9975862,0.9993481,0.990404,0.9948103,0.99659115,0.99388963,0.99760914,0.9971347,0.9999802,0.99985135,0.9963547,0.9918956,0.9989283,0.9982808,0.9740769,0.9958792,0.9993867,0.9996238,0.9992737,0.9908,0.9994718,0.99988616,0.9986546,0.9964512,0.9981212,0.98873115,0.99990624,0.99847543,0.99863875,0.0,0.99770874,0.99874234,0.9982334,0.99649274,0.9994792,0.97372425,0.995403,0.99732345,0.99753636,0.99693906,0.98860013,0.976473,0.96674824,0.98598266,0.95133036,0.9953258
unit-testing,0.9993329,0.9996181,0.9982993,0.99968064,0.9997448,0.9997745,0.9991042,0.9958318,0.99713767,0.99949664,0.99934375,0.9999711,0.99982584,0.99929935,0.99995184,0.99997926,0.9998988,0.9994807,0.9996393,0.9996823,0.9930568,0.99749696,0.9974194,0.99824846,0.99895316,0.99237436,0.9986125,0.99922085,0.99951375,0.9997868,0.9986012,0.9995105,0.9999135,0.99824303,0.99718314,0.99829507,0.9987103,0.99985266,0.9996805,0.9988288,0.9981006,0.99882865,0.9998437,0.9955128,0.9988429,0.9973854,0.9998499,0.99948543,0.9995394,0.9989465,0.9990965,0.9990399,0.99959993,0.9998502,0.9994931,0.99951696,0.99886376,0.9994481,0.99152493,0.9921788,0.9941519,0.99207443,0.9997883,0.99972254,0.9980268,0.99720365,0.99905974,0.9988173,0.9974188,0.9990943,0.99936235,0.9998581,0.9997859,0.9995492,0.9981003,0.99988586,0.9996955,0.9996179,0.999448,0.9997257,0.99985224,0.99947107,0.99949324,0.99770874,0.0,0.99776006,0.9976643,0.99913967,0.99900395,0.99982065,0.9936297,0.9963547,0.9974521,0.9976759,0.9983576,0.99976206,0.9985835,0.9994433,0.9987172,0.9989801
